Wavelength [nm],Compound_1,Compound_2,Compound_3,Compound_4
460,0.463465654796653,0.386338327596679,0.312452127596894,0.310828025477707
461,0.515810468962833,0.448521968009719,0.367047289096287,0.356977417486972
462,0.585376532399299,0.504378416683539,0.411248983632057,0.407492762015055
463,0.652396704936109,0.567941384895728,0.469626801475354,0.433618992472496
464,0.745362262437569,0.627012046973071,0.509385937002863,0.502709901563405
465,0.810582473892456,0.675136667341567,0.553717255276275,0.543659525188188
466,0.851884283583058,0.754365762300061,0.619990337139558,0.573954834973943
467,0.933579814490498,0.801022474185058,0.663213961654942,0.642663578459757
468,0.993302847506,0.870039481676453,0.712376710149539,0.687145338737695
469,1.02824803788026,0.89370317878113,0.744169877800167,0.719166184134337
470,1.07412272167088,0.933488560437336,0.785743745654659,0.753827446438912
471,1.09043588246741,0.950521360599312,0.802064552621345,0.76687898089172
472,1.14414282934423,1.00310032395222,0.822957542333934,0.784863925883034
473,1.14884543036907,1.00925035432274,0.820883562531669,0.791325998841922
474,1.18064474281637,1.0369128366066,0.856294410860112,0.814267515923567
475,1.12672698968671,1.01933589795505,0.838052815781101,0.807458019687319
476,1.1785853278848,1.02185412026726,0.858556934280765,0.817915460335843
477,1.13864565090485,1.01412229196194,0.837640376615878,0.808963520555877
478,1.14458065771551,0.989547479246811,0.815156550123142,0.798876664736537
479,1.12735940844522,0.971818687993521,0.802253096239733,0.766381007527504
480,1.11299215152105,0.952115812917595,0.811197134137,0.770596409959467
481,1.09461957579296,0.935968819599109,0.781878601477711,0.741957151129126
482,1.04662061360835,0.89968870216643,0.762470392759925,0.730712217718587
483,1.02884802490757,0.896145474792468,0.737853666584179,0.69527504342791
484,0.969887137575404,0.844199230613484,0.704257550582718,0.682235089751013
485,0.968087176493481,0.84197205912128,0.698118099008968,0.669021424435437
486,0.95624959460336,0.825192346628872,0.681054901544879,0.662640416907933
487,0.928277226438347,0.80537558210164,0.675198265398711,0.662397220613781
488,0.933823052474541,0.803464770196396,0.668717078516633,0.631731325998842
489,0.903175066485049,0.804046871836404,0.66339072129718,0.626311522872032
490,0.905461503535059,0.772777890261186,0.638773995121434,0.638587145338738
491,0.909272231951742,0.791519032192752,0.6500394763201,0.636931094383324
492,0.934714925082701,0.779370824053452,0.655837192585522,0.628430804863926
493,0.907618213660245,0.787052034824863,0.668882054182722,0.620636942675159
494,0.904585846792502,0.789165316865762,0.666855210285054,0.627481181239143
495,0.913926185379776,0.812069750961733,0.647140618187389,0.640636942675159
496,0.924904326392943,0.803743166632922,0.675551784683188,0.664041690793283
497,0.925488097554647,0.792771816157117,0.680053263572195,0.637324840764331
498,0.936806771745476,0.816891071067018,0.681314149020162,0.651221771858715
499,0.925682687941882,0.813638894513059,0.66415667974688,0.652206137811233
500,0.940714795355776,0.807628062360802,0.684330846914366,0.676433121019108
501,0.964941298566517,0.817245393804414,0.696621534038015,0.681424435437174
502,0.966011545696309,0.836619254909901,0.705553787959133,0.686948465547192
503,0.949925407018227,0.834619862320308,0.704493230105702,0.679965257672264
504,0.939758059285205,0.828862117837619,0.717773771225887,0.67807759119861
505,0.943795809820328,0.831633427819397,0.7336939230035,0.70145917776491
506,0.943520140105079,0.855980461631909,0.739727318791907,0.7033815865663
507,0.953103716676396,0.856689107106702,0.765322114988039,0.711349160393746
508,0.953573976778881,0.839504454342984,0.760537820671451,0.73031847133758
509,0.957627943179607,0.858599919011946,0.8043035080897,0.7569079328315
510,0.977395083349549,0.898220793682932,0.803655389401492,0.785848291835553
511,0.95864954271259,0.905788115003037,0.835531044885165,0.811117544875507
512,0.974103262632159,0.916481069042316,0.863918643428666,0.845581933989577
513,0.996643315820198,0.933880846325167,0.907165835896348,0.868013896931094
514,1.0223130310696,0.970388742660458,0.953559349995876,0.932935726693689
515,1,1,1,1
516,1.02054550171888,1.02252480259162,1.03465667385489,1.02340474811812
517,1.03646948174094,1.0565144766147,1.08290027220985,1.06111175448755
518,1.06158785755984,1.07762198825673,1.1641979236634,1.12653155761436
519,1.06129597197898,1.09127606802997,1.19282120172989,1.15415170816445
520,1.11080300966466,1.1446016400081,1.25902357973627,1.25180081065431
521,1.12361354349095,1.17250455557805,1.29193622512108,1.3017371163868
522,1.1239054290718,1.19435867584531,1.33606721579996,1.34950781702374
523,1.16392618537978,1.2005846325167,1.37213796679276,1.36422698320788
524,1.16282350651878,1.2349159748937,1.38061064564405,1.38506079907354
525,1.18899591360187,1.21873101842478,1.41057729699155,1.40541980312681
526,1.16439644548226,1.23134743875278,1.41853148089228,1.4168152866242
527,1.13909969514173,1.22560234865357,1.41146109520274,1.45278517660683
528,1.16006680936628,1.23318232435716,1.40957565901887,1.40191082802548
529,1.13005124213531,1.19246051832355,1.38182439518742,1.39933989577302
530,1.09705195563339,1.16463352905446,1.38759854350055,1.35782281412855
531,1.06090679120451,1.13187133022879,1.30367306536572,1.34184134337001
532,1.04976649153532,1.11896385908079,1.29650840786698,1.28272148233932
533,1.02026983200363,1.07181362624013,1.26079117615866,1.24097278517661
534,0.964033210092755,1.01523587770804,1.18942741659891,1.21503184713376
535,0.91729908542518,0.975665620570966,1.13142668599239,1.13803126809496
536,0.887461892715833,0.943396942700952,1.07044460942011,1.11087434858136
537,0.874489200233509,0.91636717959101,1.04708876869233,1.06210770121598
538,0.819566063436466,0.904029155699534,1.01824159507901,1.01561088592936
539,0.79843679055588,0.85265235877708,0.98280717879827,0.979988419224088
540,0.776853473438412,0.823230917189715,0.935011371536984,0.936155182397221
541,0.755756632289032,0.789924579874469,0.901474175416269,0.920544296467863
542,0.704368554193423,0.754555578052237,0.843025653716077,0.861563404748118
543,0.686595965492638,0.714833468313424,0.85156903642427,0.827446438911407
544,0.675763767269897,0.691865762300061,0.788230164622147,0.7898552403011
545,0.625137834857625,0.675668151447661,0.746644512791506,0.774626519976838
546,0.622073036258675,0.646322636161166,0.725504059579783,0.723786913723219
547,0.597781669585522,0.616357056084228,0.705789467482118,0.721007527504343
548,0.581646883310631,0.582278801376797,0.676364879037485,0.694603358425015
549,0.550415126159434,0.559918505770399,0.649414925584191,0.657336421540243
550,0.531085814360771,0.539190625632719,0.621781501514241,0.647087434858135
